# {"t_start": 1591415659.223302, "env_id": "Block2D-v1"} 
r,l,t
-54.569364,89,500.068367
-60.883475,95,500.112859
-65.184596,97,500.155386
-57.660612,90,500.194658
-61.941643,95,500.238657
-61.562158,96,500.280973
-58.741372,91,500.320984
-65.65764,99,500.367011
-57.105545,91,500.406286
-56.903955,88,500.48955
-52.89439,88,500.531673
-56.096413,91,500.574889
-46.817268,82,500.613281
-54.811094,88,500.657461
-54.761337,90,500.700028
-70.06062,95,500.744184
-54.509865,89,500.785309
-53.776364,87,500.872942
-55.549018,89,500.918903
-58.666903,91,500.964598
-54.688907,89,501.008165
-56.27776,90,501.052566
-57.339316,93,501.098346
-54.124174,89,501.140796
-59.149214,93,501.230782
-56.031716,90,501.274108
-55.387011,89,501.317703
-58.255572,92,501.364012
-49.701598,85,517.856418
-59.659697,93,517.905386
-64.756753,98,517.952605
-59.964166,93,517.994817
-52.464342,88,518.03701
-57.514283,94,518.084067
-59.430281,92,518.127179
-59.876878,92,518.171039
-59.675774,93,518.215926
-7.431016,45,518.238916
-63.117808,94,518.30395
-56.559107,89,518.345406
-53.959985,88,518.389824
-59.292206,93,518.43573
-58.445567,93,518.479324
-58.270564,93,518.522824
-57.255206,90,518.566103
-59.775508,94,518.611654
-59.590731,94,518.656367
-53.312724,88,518.697329
-52.908023,87,518.741015
-62.046662,96,518.789108
-55.665276,90,518.830822
-50.403125,85,518.872948
-57.14143,92,518.920238
-55.291752,88,518.962319
-54.199534,89,519.006537
-56.759891,90,519.051151
-58.506391,90,519.095177
-56.152179,89,519.138575
-54.92772,90,519.18314
-59.494997,94,519.228604
-59.391549,93,519.27248
-58.951796,92,519.359282
-65.322585,98,519.406424
-3.373315,43,519.426332
-22.088101,59,519.476808
-57.822238,93,519.535233
-58.988482,92,519.57847
-55.419417,90,519.665365
-58.477652,90,519.70891
-62.826665,96,519.755923
-61.777638,94,519.799378
-58.451816,93,519.842581
-50.216935,86,519.883709
-59.41596,92,519.930409
-59.991923,92,519.974367
-64.192119,95,520.019137
-65.779556,99,520.064854
-65.015137,99,520.109278
-67.467623,97,520.15249
-58.951146,92,520.194207
-52.767743,87,520.235692
-50.226561,84,520.277903
-57.487071,92,520.324992
