EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SuccessInsertion,TimeElapsed,TimestepsSoFar
150.0,-653.2236190347705,99,99,0,22.67489504814148,14850
150.0,-649.5515212116427,99,198,0,45.253014087677,29700
150.0,-596.9553466484664,99,297,0,67.95760011672974,44550
150.0,-593.3565719179936,99,396,0,91.12656927108765,59400
150.0,-549.2281270029019,99,495,0,113.39382100105286,74250
150.0,-518.7026657265494,99,594,0,135.467759847641,89100
150.0,-483.4018458530615,99,693,0,157.49910807609558,103950
150.0,-478.9803369216508,99,792,0,179.3727331161499,118800
150.0,-433.3788756199503,99,891,0,200.95706033706665,133650
150.0,-424.53415427373585,99,990,0,223.60729908943176,148500
150.0,-407.2388543109498,99,1089,1,257.6335618495941,163350
150.0,-390.05351958581997,99,1188,2,291.53990268707275,178200
150.0,-407.4055442821938,100,1288,3,324.70681500434875,193050
150.0,-407.27216846605205,101,1389,2,358.1594958305359,207900
150.0,-405.3058811477186,101,1490,4,388.55423402786255,222750
150.0,-389.9288748440353,102,1592,4,416.7873797416687,237600
124.0,-317.51330859778307,103,1695,7,446.5898001194,252450
150.0,-380.35035974502824,103,1798,5,478.73905873298645,267300
150.0,-377.272723246402,105,1903,6,509.65531039237976,282150
150.0,-372.49261500584254,107,2010,8,541.1333739757538,297000
150.0,-354.3619952010114,99,2109,0,569.0135245323181,311850
150.0,-366.2680269548047,104,2213,5,602.5735237598419,326700
126.0,-312.50590212229747,116,2329,17,633.4046235084534,341550
98.2,-221.15722371618486,115,2444,16,663.2962582111359,356400
150.0,-348.06679374310977,117,2561,18,693.0147891044617,371250
120.0,-264.93889603562263,132,2693,33,723.9722890853882,386100
120.0,-280.94568158502295,128,2821,29,754.0329060554504,400950
120.0,-290.00212000264963,117,2938,18,783.5888826847076,415800
96.8,-235.270414913303,128,3066,29,813.2220995426178,430650
89.8,-181.75672382238457,139,3205,43,843.4015038013458,445637
90.0,-194.14962079041544,144,3349,46,874.0029590129852,460487
97.0,-225.0289979000901,154,3503,56,902.6982626914978,475337
96.2,-231.53743766729355,147,3650,48,934.4340586662292,490187
83.8,-164.5887720759096,170,3820,71,965.6630296707153,505156
90.8,-193.0037298547274,158,3978,60,995.5892148017883,520139
84.6,-158.2737617043427,169,4147,70,1027.1343936920166,535112
88.4,-176.11618102890785,166,4313,67,1058.1706008911133,550083
65.6,-151.85506672925757,174,4487,76,1091.0378279685974,564933
86.6,-160.8273039282372,178,4665,80,1120.701908826828,579916
80.8,-159.8677921883975,185,4850,86,1150.179303407669,594870
82.6,-147.68010477765785,178,5028,80,1181.4980494976044,609833
82.6,-161.0169819577011,186,5214,87,1211.2300448417664,624796
82.8,-161.44844583898345,195,5409,96,1242.0954523086548,639760
81.6,-166.31800936466257,193,5602,94,1272.7979111671448,654718
83.2,-159.58607710479623,191,5793,92,1304.0953271389008,669684
81.6,-159.66872560406895,187,5980,88,1334.9482607841492,684642
81.4,-146.65728280174574,194,6174,95,1367.174532175064,699599
92.8,-196.06274281853325,193,6367,94,1399.241173505783,714566
67.0,-154.35632564070062,196,6563,97,1431.4795982837677,729416
84.0,-160.6312276442412,194,6757,95,1460.0830504894257,744386
84.8,-159.42560299085935,196,6953,97,1490.37730550766,759360
89.4,-185.42114056086294,196,7149,97,1520.596293926239,774316
81.6,-163.591373557057,194,7343,95,1551.1941275596619,789274
79.0,-154.04452428437284,196,7539,97,1581.180666923523,804219
80.2,-160.65720194848,191,7730,92,1611.4606745243073,819170
82.0,-164.8141267521941,194,7924,95,1640.067101240158,834130
79.8,-149.15323421384093,197,8121,98,1670.434723854065,849079
80.4,-150.3119348584196,196,8317,97,1705.0979743003845,864031
81.8,-143.07744543000533,186,8503,87,1735.4526460170746,878990
80.4,-150.66721216222845,192,8695,93,1765.8525478839874,893942
79.2,-149.38378218322794,187,8882,88,1795.0003516674042,908888
77.8,-148.28198731013686,184,9066,85,1824.718111038208,923827
79.2,-153.23779494962355,190,9256,91,1853.4539632797241,938773
90.6,-196.66470872767925,189,9445,90,1885.4289870262146,953729
94.2,-190.4197227591583,189,9634,90,1918.4333128929138,968693
81.0,-149.74526982786122,190,9824,91,1947.5302402973175,983648
79.0,-149.62071347835854,190,10014,91,1979.7885570526123,998593
79.8,-148.56707993291516,190,10204,91,2011.8071012496948,1013542
79.0,-142.0291031078939,189,10393,91,2043.7202022075653,1028487
77.6,-145.5852835240226,192,10585,94,2075.8760616779327,1043425
80.0,-146.73806202203914,190,10775,91,2106.3136324882507,1058375
79.6,-148.29012236673856,196,10971,97,2137.163630962372,1073323
90.8,-172.6386277704406,190,11161,91,2168.962766647339,1088273
78.8,-142.88147411525426,189,11350,92,2200.2523510456085,1103217
79.2,-145.46812343030257,188,11538,89,2232.049595594406,1118163
79.0,-142.1638643829231,193,11731,96,2262.5260767936707,1133108
91.0,-180.47938826885033,192,11923,94,2292.7091524600983,1148046
109.4,-181.19253418476129,186,12109,94,2324.219348192215,1162993
90.0,-166.31827354295925,190,12299,94,2355.586054086685,1177843
77.4,-139.25171857651975,193,12492,98,2386.082092523575,1192780
88.0,-164.1479037769007,188,12680,98,2416.6576476097107,1207716
78.0,-140.83105585908302,186,12866,93,2445.3282537460327,1222656
78.0,-137.2595172702655,195,13061,98,2474.7273218631744,1237596
79.0,-139.12769256369143,192,13253,94,2505.244930267334,1252541
76.2,-136.60446437424747,196,13449,99,2534.5414974689484,1267472
76.4,-137.4000692567169,195,13644,97,2565.991231441498,1282404
78.8,-136.79331018898955,192,13836,100,2596.0396337509155,1297348
73.6,-154.24157490819897,193,14029,98,2625.8847801685333,1312198
71.6,-148.96309806432356,187,14216,99,2655.8339216709137,1327048
77.4,-133.73290908097925,188,14404,101,2686.6257321834564,1341985
75.4,-132.1797489682372,195,14599,99,2716.8123404979706,1356912
91.4,-198.54109019497076,192,14791,96,2747.945276737213,1371851
90.6,-158.86616990267262,192,14983,99,2778.2727887630463,1386790
90.0,-174.09153819727433,191,15174,98,2801.607731103897,1401730
79.6,-133.30077243061464,196,15370,99,2825.138347864151,1416678
77.2,-129.1196633678601,194,15564,99,2848.0908789634705,1431614
77.6,-129.39691655911878,192,15756,94,2870.4264039993286,1446552
78.0,-131.47806682209082,197,15953,100,2892.713490486145,1461492
78.8,-108.75562608762682,197,16150,100,2914.853167295456,1476436
76.4,-104.86882879165987,199,16349,102,2937.145918607712,1491368
87.4,-107.75195684519056,198,16547,100,2959.2590415477753,1506355
88.2,-191.24817974558053,196,16743,100,2981.8342864513397,1521280
75.6,-104.86063687757465,199,16942,105,3003.653521299362,1536208
76.8,-128.88688643444246,194,17136,103,3025.962648868561,1551142
89.6,-134.57920451195707,192,17328,96,3048.3394463062286,1566140
