# {"t_start": 1591372385.3888662, "env_id": "Block2D-v1"} 
r,l,t
-77.872261,77,1530.264468
-77.717105,80,1530.301892
-75.636688,72,1530.641942
-74.211216,71,1530.70994
-75.195819,78,1530.987684
-70.111449,71,1531.020181
-69.911477,71,1531.05382
-79.395399,81,1531.263691
-77.354878,72,1531.32849
-83.260332,74,1531.363086
-74.149795,71,1531.398501
-119.390031,106,1531.483451
-80.47181,84,1556.841826
-87.329032,82,1557.101489
-87.58865,96,1557.233845
-79.259225,78,1557.289032
-71.071825,69,1557.34693
-76.773074,71,1557.376747
-70.912706,69,1557.800312
-84.23702,81,1557.835928
-72.19405,79,1557.93656
-73.98364,72,1558.000358
-87.650083,74,1558.198781
-76.036252,70,1558.227991
-90.809632,90,1558.268349
-78.576561,76,1558.450988
-85.993144,72,1558.70118
-84.711331,81,1558.83148
-73.031528,71,1558.890102
-69.088508,68,1558.918365
-63.319775,69,1559.328772
-76.338929,72,1559.393562
-90.033172,94,1559.465585
-79.105131,77,1559.521532
-73.642496,72,1559.551795
-83.129879,86,1559.590722
-74.94209,70,1559.647619
-71.822395,69,1559.677058
-76.705973,71,1559.77588
-70.442425,71,1559.806262
-74.033792,72,1559.839831
-67.315575,69,1559.8689
-86.27158,80,1559.907969
-73.852831,77,1559.973263
-73.628043,78,1560.041128
-99.083446,98,1560.116939
-74.254008,73,1560.24006
-67.691365,71,1560.272359
-92.060249,74,1560.375482
-73.31568,72,1560.407982
-71.486076,71,1560.441664
-81.071437,75,1560.475698
-71.003534,72,1560.64532
-62.329368,69,1560.777833
-83.865159,71,1560.846843
-71.009024,70,1560.982036
-71.609029,71,1561.047275
-74.457242,76,1561.116786
-73.661861,73,1561.149817
-75.450423,70,1561.182113
-83.07648,87,1561.319781
-82.8741,87,1561.448464
-87.931215,95,1561.580549
-72.921469,70,1561.633578
-70.280162,69,1561.664098
-84.589404,83,1561.775793
-81.480706,81,1561.843421
-69.602606,70,1561.973373
-69.083231,77,1586.981469
-65.790274,69,1587.049947
-71.677908,71,1587.120501
-62.743351,69,1587.186899
-66.875472,69,1587.219403
-75.924524,79,1587.32936
-70.843484,71,1587.3619
-88.525595,80,1587.53292
-72.472566,69,1587.596865
-71.498376,72,1587.63028
-70.080965,70,1587.665205
-75.844682,71,1587.696997
-78.491853,73,1587.870912
-75.493771,76,1587.90593
-92.303457,87,1587.946787
-69.096748,70,1588.076828
-77.261436,77,1588.15066
-68.249708,70,1588.285871
-85.029178,78,1588.358597
-66.851417,69,1588.487157
-71.589915,72,1588.521067
-104.251616,109,1588.651197
-90.311961,80,1588.70749
-85.286601,89,1588.913488
-86.918984,93,1588.983536
-72.11448,77,1589.113865
-77.643996,82,1589.183541
-63.829069,70,1589.243973
-63.621219,68,1589.435583
-65.843448,68,1589.57056
-65.214307,68,1589.896242
-77.626476,82,1589.93316
-63.475876,67,1590.229867
-65.183592,69,1590.298899
-69.688842,75,1590.368603
-77.448977,74,1590.566886
-85.822764,80,1590.636535
-77.068833,84,1590.76989
-89.505494,88,1590.838469
-79.032613,83,1590.902639
-80.214232,77,1590.966513
-82.21056,80,1591.0349
-76.285714,73,1591.097801
-69.675882,70,1591.128851
-69.710416,71,1591.164224
-81.881906,83,1591.369937
-73.020862,77,1591.434828
-69.710338,69,1591.566562
-78.044211,77,1591.636798
-65.469435,67,1591.696594
-73.907481,71,1591.735001
-70.265947,70,1591.772925
-68.522204,70,1591.975032
-72.86256,72,1592.005705
-73.214632,70,1592.104805
-71.015559,73,1592.236192
-84.586708,90,1617.363873
-68.817103,71,1617.491426
-72.285172,70,1617.626904
-90.685511,96,1617.703975
-76.207682,74,1618.010797
-79.481983,85,1618.08262
-69.654579,76,1618.145665
-70.314784,70,1618.179327
-69.090703,71,1618.284717
-81.139549,79,1618.320076
-74.503142,72,1618.352147
-71.097118,70,1618.418665
-65.319772,70,1618.552433
-71.145145,70,1618.583882
-67.683469,70,1618.618977
-66.113822,69,1618.649591
-81.755394,85,1618.765362
-87.997475,88,1618.841577
-73.218417,78,1618.906289
-66.277808,69,1618.938649
-77.925257,78,1618.976839
-66.028369,75,1619.049421
-75.999011,73,1619.119742
-98.358665,101,1619.200846
-64.096387,74,1619.257959
-83.564374,84,1619.333441
-73.047853,79,1619.400006
-68.288095,70,1619.431825
-69.377229,70,1619.464767
-73.741436,78,1619.500149
-76.2037,84,1619.538238
-81.774203,95,1619.609741
-69.384133,74,1619.666452
-72.792902,71,1619.69795
-66.89629,69,1619.730217
-67.186973,73,1619.859031
-72.329718,70,1619.983128
-69.540731,70,1620.012678
-73.874629,81,1620.195231
-63.832393,67,1620.257975
-66.298968,69,1620.290503
-84.786068,80,1620.335462
-91.133189,93,1620.484565
-70.054954,75,1620.542191
-81.996789,72,1620.618768
-87.298266,86,1620.6966
-81.498577,74,1620.762252
-78.605028,75,1620.832726
-64.94986,69,1620.864593
-65.976523,69,1620.901107
-77.134642,73,1620.936033
-71.241335,71,1620.971817
-66.738293,69,1621.038511
-61.488274,69,1621.18003
-95.717153,104,1621.266081
-67.730739,69,1621.387912
-71.12599,71,1621.522408
-68.079632,69,1621.588665
-84.66943,93,1621.737546
-76.587331,73,1621.798837
-71.146174,71,1621.86795
-69.051881,71,1621.902442
-80.992424,76,1621.943402
-63.268265,66,1621.974578
-69.453262,74,1622.01192
-77.655078,78,1622.144599
-74.238647,80,1622.281738
-76.654711,72,1622.485521
-77.182755,71,1622.75536
-63.983449,68,1622.786551
-70.774441,72,1647.929168
-63.957321,69,1647.99635
-69.14111,71,1648.067777
-72.605528,72,1648.137856
-75.384856,71,1648.17094
-78.733387,73,1648.273266
-79.285318,81,1648.343902
-76.354088,73,1648.474383
-69.595579,75,1648.508509
-70.508853,74,1648.609013
-67.807238,70,1648.641337
-80.650728,87,1648.685596
-76.532776,90,1648.757757
-71.745218,70,1648.814571
-71.073275,70,1648.846608
-66.520977,69,1648.953861
-77.104122,80,1648.990411
-84.110524,79,1649.093839
-77.285891,77,1649.160971
-73.87286,71,1649.192901
-80.980149,74,1649.429517
-79.273266,80,1649.637526
-69.826362,68,1649.667953
-80.179208,73,1649.769646
-70.691612,75,1649.838795
-68.33462,75,1649.872259
-69.47967,71,1649.905338
-83.625051,75,1649.939607
-72.762181,75,1650.038935
-69.305604,71,1650.068661
-78.249463,92,1650.172959
-66.640889,69,1650.227845
-85.375431,93,1650.305806
-85.935277,89,1650.440585
-78.250316,79,1650.50388
-90.322065,85,1650.715209
-72.272012,75,1650.779063
-72.565015,70,1650.810154
-68.197282,68,1651.042593
-68.2105,70,1651.173817
