EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SuccessInsertion,TimeElapsed,TimestepsSoFar
150.0,-641.6445095907138,79,79,0,18.268133640289307,11851
150.0,-628.753557741448,79,158,0,37.8305389881134,23702
150.0,-593.8983019245873,79,237,0,57.16231656074524,35553
150.0,-578.6921792228416,79,316,0,75.53927230834961,47404
150.0,-580.567991551566,79,395,0,94.3132438659668,59255
150.0,-557.214855015034,79,474,0,113.37111139297485,71106
150.0,-533.1286820121054,79,553,0,131.03824520111084,82957
150.0,-518.0655343971582,79,632,0,154.69004034996033,94808
150.0,-516.4822801627907,79,711,0,173.6656687259674,106659
150.0,-521.6924370378347,79,790,0,196.66416907310486,118510
150.0,-510.8462484849209,79,869,0,216.37433505058289,130361
150.0,-497.79626406895386,79,948,0,238.7714307308197,142212
150.0,-491.16523713593745,79,1027,0,261.4968068599701,154063
150.0,-527.7850417967206,79,1106,0,284.54418683052063,165914
150.0,-473.70005740411034,79,1185,0,306.6739983558655,177765
150.0,-455.66403338490665,79,1264,0,329.6737971305847,189616
150.0,-449.4002079279782,79,1343,0,351.5672552585602,201467
150.0,-449.7453893022006,79,1422,0,374.1893701553345,213318
150.0,-443.55016005578364,79,1501,0,398.24730372428894,225169
150.0,-435.1965305213092,79,1580,0,421.2103605270386,237020
150.0,-430.7693743107476,79,1659,0,444.81750297546387,248871
150.0,-421.939442261598,79,1738,0,467.7202789783478,260722
150.0,-404.5689963085564,79,1817,0,490.30331563949585,272573
150.0,-415.46889977676864,79,1896,0,512.7150068283081,284424
150.0,-409.4886404279266,79,1975,0,536.0904064178467,296275
150.0,-398.23590215319007,79,2054,0,558.7666070461273,308126
150.0,-382.80402150570376,79,2133,0,581.2402398586273,319977
150.0,-382.990531975642,79,2212,0,603.9029343128204,331828
150.0,-364.70889904945477,79,2291,0,626.5730991363525,343679
150.0,-366.8777462490384,79,2370,0,650.0970940589905,355530
150.0,-359.9582811381348,79,2449,0,673.7283499240875,367381
150.0,-362.13694569367215,79,2528,0,696.8062167167664,379232
150.0,-365.50658329330616,79,2607,0,719.4622418880463,391083
150.0,-366.37133248169675,79,2686,0,742.6639938354492,402934
150.0,-360.9267393069391,79,2765,0,765.1473677158356,414785
150.0,-369.58616721153896,79,2844,0,787.4908874034882,426636
150.0,-356.11594036289944,79,2923,0,810.0102970600128,438487
150.0,-353.8671112501702,79,3002,0,832.6475286483765,450338
150.0,-348.9516644352253,79,3081,0,855.4770319461823,462189
150.0,-345.1915341837607,79,3160,0,878.0058364868164,474040
