EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SuccessInsertion,TimeElapsed,TimestepsSoFar
150.0,-633.1655993331138,79,79,0,59.260021686553955,11851
150.0,-629.3913516779023,79,158,0,124.05458402633667,23702
150.0,-633.9377705051442,79,237,0,181.00547528266907,35553
150.0,-642.7863698710795,79,316,0,237.8914339542389,47404
150.0,-591.4938797677776,79,395,0,294.9143166542053,59255
150.0,-599.7243871975968,79,474,0,351.7492456436157,71106
150.0,-557.4474464302677,79,553,0,408.8113467693329,82957
150.0,-681.7366405155822,79,632,0,465.8349540233612,94808
150.0,-620.9088623872295,79,711,0,524.462370634079,106659
150.0,-699.8746390132326,79,790,0,579.0546727180481,118510
150.0,-457.6045124666948,79,869,0,631.6244504451752,130361
150.0,-490.9365811920819,79,948,0,685.2929437160492,142212
150.0,-460.8636828077323,79,1027,0,738.0785014629364,154063
150.0,-453.3142521982427,79,1106,0,790.9024419784546,165914
150.0,-431.3597145492666,79,1185,0,844.0530788898468,177765
150.0,-409.3949810983928,79,1264,0,896.7243807315826,189616
150.0,-386.2755890978112,79,1343,0,951.4547026157379,201467
150.0,-366.5763522307938,80,1423,1,1004.3902087211609,213318
150.0,-361.79089496099704,80,1503,1,1056.1807639598846,225169
150.0,-369.2488344728431,79,1582,0,1104.9732534885406,237020
150.0,-360.15858774349925,79,1661,0,1154.6804842948914,248871
150.0,-357.39994877511646,79,1740,0,1204.5449013710022,260722
150.0,-363.08817648065235,79,1819,1,1254.9564092159271,272573
135.0,-311.4454064299955,82,1901,3,1304.9477212429047,284424
135.0,-310.3458852285851,80,1981,2,1352.4874997138977,296275
150.0,-346.07218062438415,81,2062,2,1400.0875697135925,308126
150.0,-348.52213698169925,79,2141,0,1447.8637459278107,319977
150.0,-348.3482642154278,81,2222,2,1495.136656999588,331828
135.0,-309.4351214379045,82,2304,3,1542.383831501007,343679
150.0,-349.4300632978728,80,2384,1,1590.4606547355652,355530
150.0,-352.5830913865943,84,2468,5,1638.2702288627625,367381
135.0,-314.1507740331901,91,2559,13,1685.039451599121,379232
120.0,-268.3059847574601,102,2661,23,1732.1657185554504,391083
90.7,-197.06860354196968,111,2772,32,1779.6663239002228,403032
