EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SuccessInsertion,TimeElapsed,TimestepsSoFar
150.0,-633.1655993331138,79,79,0,57.6415491104126,11851
150.0,-629.3913516779023,79,158,0,121.71183204650879,23702
150.0,-633.9377705051442,79,237,0,185.70400476455688,35553
150.0,-642.7863698710795,79,316,0,249.50947976112366,47404
150.0,-591.4938797677776,79,395,0,310.9216778278351,59255
150.0,-599.7243871975968,79,474,0,367.64892411231995,71106
150.0,-557.4474464302677,79,553,0,431.30221676826477,82957
150.0,-681.7366405155822,79,632,0,494.6497964859009,94808
150.0,-620.9088623872295,79,711,0,557.4497504234314,106659
150.0,-699.8746390132326,79,790,0,621.8896844387054,118510
150.0,-457.6045124666948,79,869,0,687.1356868743896,130361
150.0,-490.9365811920819,79,948,0,751.8834793567657,142212
150.0,-460.8636828077323,79,1027,0,817.9076743125916,154063
150.0,-453.3142521982427,79,1106,0,882.4786856174469,165914
150.0,-431.3597145492666,79,1185,0,947.7350785732269,177765
150.0,-409.3949810983928,79,1264,0,1013.894157409668,189616
150.0,-386.2755890978112,79,1343,0,1077.1424131393433,201467
150.0,-366.5763522307938,80,1423,1,1137.4291052818298,213318
150.0,-361.79089496099704,80,1503,1,1198.7837119102478,225169
150.0,-369.2488344728431,79,1582,0,1260.5261006355286,237020
150.0,-360.15858774349925,79,1661,0,1321.1740701198578,248871
150.0,-357.39994877511646,79,1740,0,1382.7247302532196,260722
150.0,-363.08817648065235,79,1819,1,1441.8554413318634,272573
135.0,-311.4454064299955,82,1901,3,1495.3671190738678,284424
135.0,-310.3458852285851,80,1981,2,1549.0043590068817,296275
150.0,-346.07218062438415,81,2062,2,1602.0862827301025,308126
150.0,-348.52213698169925,79,2141,0,1653.1380362510681,319977
150.0,-348.3482642154278,81,2222,2,1704.637155532837,331828
135.0,-309.4351214379045,82,2304,3,1755.1157534122467,343679
150.0,-349.4300632978728,80,2384,1,1805.960035085678,355530
150.0,-352.5830913865943,84,2468,5,1857.0102667808533,367381
135.0,-314.1507740331901,91,2559,13,1907.811460018158,379232
120.0,-268.3059847574601,102,2661,23,1958.4427897930145,391083
90.7,-197.06860354196968,111,2772,32,2009.6289370059967,403032
75.6,-148.4168061093263,125,2897,46,2060.4950065612793,414982
105.0,-224.61539278734352,118,3015,39,2112.2439620494843,426833
94.5,-209.6474459422114,118,3133,39,2163.8479418754578,438684
120.0,-248.60304459808557,127,3260,49,2214.666419029236,450535
109.2,-225.10580817260393,90,3350,11,2265.7668557167053,462386
135.0,-280.50470637891704,99,3449,21,2315.856992959976,474237
90.0,-174.13005168992746,110,3559,31,2367.4467594623566,486088
99.3,-206.00277534766593,127,3686,48,2418.179962158203,498032
96.6,-202.5082316205025,121,3807,42,2468.866913318634,509883
120.0,-251.56949969923093,115,3922,36,2519.628329515457,521734
85.0,-158.85296323518645,146,4068,67,2570.7964746952057,533685
89.8,-172.68737138794842,125,4193,46,2620.9913704395294,545635
75.0,-148.5196806797773,133,4326,54,2671.057087659836,557486
91.5,-182.46210758258778,137,4463,58,2722.051782608032,569440
75.0,-151.8559873746357,134,4597,55,2773.3155014514923,581291
135.0,-268.8820006196467,97,4694,18,2823.9589009284973,593142
150.0,-292.29712682100995,80,4774,1,2873.594729423523,604993
