# {"t_start": 1591442562.431843, "env_id": "Block2D-v1"} 
r,l,t
-121.208313,90,2068.909032
-165.756179,150,2223.237203
-106.085248,101,2257.014706
-97.12408,88,2335.653572
-114.882019,125,2338.806738
-94.521665,79,2340.106813
-89.599117,74,2342.769327
-89.698896,69,2343.647089
-99.554479,97,2343.973758
-84.172628,73,2346.457852
-82.412445,91,2374.458329
-77.992788,73,2374.74798
-80.303577,71,2380.647742
-100.899523,81,2382.62631
-111.229586,120,2384.632318
-110.648172,150,2384.810915
-124.980119,121,2384.932306
-72.513548,75,2417.911666
-78.916657,90,2418.997997
-80.708845,71,2419.592592
-90.672249,82,2420.808751
-84.141354,79,2422.131697
-66.989553,65,2422.270251
-113.678026,96,2453.11904
-77.51056,69,2453.393427
-117.080981,118,2454.029365
-96.068961,92,2455.483418
-76.607928,73,2455.908067
-106.708559,109,2456.240666
-136.603231,150,2458.486883
-106.915877,107,2458.592242
-115.542026,102,2458.884165
-113.684574,96,2461.811677
-112.358375,131,2462.295234
-128.042218,127,2462.886449
-124.56063,132,2492.328461
-102.406723,80,2492.581318
-104.470572,76,2492.885546
-78.802588,69,2494.238948
-98.083931,93,2495.016147
-81.750246,75,2495.452948
-105.570202,114,2496.849799
-97.14448,92,2496.98046
-81.7603,70,2497.416057
-94.655421,74,2497.57845
-95.801231,74,2497.732571
-112.294282,114,2498.080141
-86.700341,93,2498.663137
-78.107654,67,2498.791355
-125.276505,96,2498.97454
-119.634788,103,2499.43258
-82.460339,93,2499.573889
-113.047865,76,2501.054391
-105.563343,76,2501.358407
-117.080675,143,2501.875021
-108.790063,118,2502.146401
-117.046514,133,2502.459908
-96.348635,69,2530.918289
-88.675542,83,2531.53825
-96.055099,127,2532.185565
-64.153664,67,2533.339002
-91.518317,73,2534.251963
-88.404119,73,2535.747588
-136.63542,141,2536.862057
-88.216055,71,2537.095464
-101.258309,113,2537.43942
-99.299937,118,2538.508517
-76.666413,70,2539.055325
-97.142351,95,2540.856105
-100.739736,85,2541.295441
-64.109896,64,2541.575987
-61.840158,62,2569.234843
-53.466028,59,2569.38864
-83.488496,77,2571.045143
-71.773554,65,2571.344529
-68.211013,64,2571.650858
