# {"t_start": 1591421972.5978074, "env_id": "Block2D-v1"} 
r,l,t
-34.870806,61,3.12209
-31.897443,61,3.338848
-34.3326,61,3.524697
-27.223338,57,3.617355
-38.075329,68,3.759564
-36.818401,61,3.844592
-27.050913,56,3.948628
-32.098953,61,4.027922
-33.583163,60,4.138885
-29.016714,57,4.209131
-31.346774,60,4.320695
-35.106965,60,4.393022
-32.647813,61,4.501915
-29.31684,58,4.571025
-29.556121,56,4.672401
-32.075985,59,4.742109
-30.787637,54,4.841165
-32.743822,59,4.911595
-27.783419,55,5.01332
-28.029631,58,5.09102
-32.640762,57,5.20425
-40.06333,63,5.277181
-29.428463,57,5.404967
-36.90526,63,5.490246
-30.766392,58,5.597017
-28.968554,54,5.665451
-33.931801,61,5.802374
-30.897998,59,5.869028
-29.458604,58,5.967258
-35.066519,61,6.042073
-32.715247,58,6.320836
-34.26011,60,6.388356
-32.402307,59,6.487128
-35.854329,62,6.558302
-32.992737,59,6.656382
-31.339027,60,6.724902
-30.21022,57,6.820295
-31.214836,58,6.888573
-29.478108,58,7.005206
-35.079865,59,7.079037
-32.641272,59,7.18853
-29.599463,56,7.258891
-26.549252,53,7.362804
-34.015259,59,7.433443
-32.645736,57,7.730522
-35.106269,60,7.795412
-30.49704,59,7.895902
-28.391924,56,7.959129
-27.005587,55,8.056597
-24.045838,54,8.117427
-28.649915,60,8.23308
-34.084284,59,8.305737
-34.404849,61,8.416976
-37.613817,62,8.491101
-27.398238,56,8.588829
-32.912574,60,8.661931
-32.132174,61,8.774837
-30.805364,59,8.848474
-30.466403,57,8.952683
-33.085502,60,9.02947
-31.422602,60,9.14225
-32.916027,60,9.216771
-36.973241,62,9.522151
-27.478356,54,9.589018
-24.685823,52,9.693985
-35.430825,60,9.772175
-34.35482,60,9.897454
-27.547674,53,9.96684
-32.434759,60,10.102253
-27.282133,56,10.173684
-35.686621,61,10.287419
-28.556944,58,10.348805
-31.720701,60,10.449972
-32.666202,57,10.522294
-34.014367,59,10.634519
-29.558681,56,10.708877
-29.4047,56,10.826886
-33.916329,61,10.901464
-34.03876,62,11.012408
-31.891306,58,11.084921
-29.806885,58,11.196972
-30.646348,58,11.269748
-30.773731,54,11.373508
-27.443857,58,11.571671
-35.799883,59,11.642835
-28.960317,57,11.754315
-23.22537,52,11.815684
-31.57757,57,11.932396
-27.488641,54,12.708499
-32.188144,59,12.780888
-34.290687,61,13.069608
-31.465897,56,13.134417
-29.029532,57,13.233964
-35.183509,61,13.304683
-30.002488,59,13.407265
-33.282048,58,13.472335
-31.428083,59,13.578558
-28.942443,55,13.754756
-37.457996,62,13.833509
-29.835856,58,13.942635
-27.79648,56,14.016132
-27.827268,55,14.129017
-30.380313,56,14.203418
-30.469977,57,14.329436
-39.512139,62,14.408867
-32.693505,59,14.524291
-33.504919,60,14.604096
-35.300018,62,14.72426
-34.260669,59,14.793534
-33.882987,59,14.889428
-35.487336,61,14.959364
-33.643355,60,15.058611
-29.525875,55,15.121518
-32.712795,58,15.22484
-34.386866,62,15.296965
-33.640255,60,15.395526
-33.623984,60,15.463298
-30.194585,60,15.564532
-25.500706,53,15.627784
-31.156398,57,15.906063
-26.809657,53,15.965052
-27.215622,54,16.106399
-32.929939,60,16.183822
-29.439983,56,16.300756
-30.886315,57,16.382497
-30.569925,59,16.499713
-29.166782,57,16.572037
-33.487395,58,16.68195
-33.409967,59,16.746922
-35.996874,61,16.850371
-27.416217,56,16.925034
-29.416663,58,17.042131
-31.203704,60,17.115564
-35.436723,61,17.21971
-30.996585,59,17.289215
-30.148516,57,17.38964
