EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SuccessInsertion,TimeElapsed,TimestepsSoFar
60.6,-77.50225697541262,219,219,140,60.65082144737244,11966
71.2,-108.26385384571331,220,439,141,127.21643924713135,23930
53.2,-45.46449870111452,220,659,141,194.8451704978943,35897
54.2,-45.67102398855133,214,873,135,262.13269805908203,47869
46.8,-59.99970881698673,215,1088,136,328.37345814704895,59720
45.0,-53.958436298146395,205,1293,126,396.0774760246277,71630
53.0,-45.9030795313616,217,1510,138,462.3407075405121,83596
53.0,-47.31980941529106,228,1738,149,532.2550323009491,95562
51.0,-42.393397145471376,235,1973,156,599.9908678531647,107518
51.8,-44.48624627203948,200,2173,126,669.082320690155,119478
51.8,-44.075535470100064,228,2401,151,736.9705324172974,131438
50.8,-41.906367558966664,229,2630,150,805.0479547977448,143393
73.4,-100.29610444283936,222,2852,143,872.5260195732117,155362
51.0,-41.97999335784974,217,3069,141,940.3354985713959,167318
52.0,-42.710200471597524,217,3286,142,1007.3234434127808,179279
49.0,-38.326280306134315,219,3505,147,1075.2499079704285,191277
112.0,-201.20831167426587,218,3723,149,1143.2748794555664,203238
50.0,-38.1293984571985,229,3952,156,1211.6967029571533,215189
49.6,-60.08298239404555,242,4194,167,1895.122052192688,227088
50.6,-39.32964105661854,237,4431,163,1960.5007894039154,239042
50.4,-38.1714216681008,226,4657,154,2025.0067327022552,250995
39.6,-16.81449177403026,256,4913,193,2092.5619390010834,262993
39.0,-15.359178252256418,253,5166,182,2158.1802101135254,274986
47.2,-35.13943605615067,245,5411,175,2224.4795145988464,286978
48.0,-33.7791807209468,245,5656,173,2291.3906664848328,298971
42.0,-14.422999041715798,262,5918,193,2359.072369337082,310928
40.4,-18.06600346558052,296,6214,222,2425.915762424469,322924
39.4,-12.275711026736337,287,6501,218,2493.1578261852264,334922
41.8,-21.22324951758727,278,6779,199,2560.066360473633,346922
41.2,-17.388262781377243,297,7076,222,2628.125652074814,358921
39.4,-10.04137333203996,285,7361,215,2695.5397279262543,370917
38.8,-15.455845924672067,307,7668,233,2760.8876140117645,382906
38.6,-13.18184325394842,291,7959,214,2826.8188450336456,394893
39.4,-19.187353663130875,306,8265,228,2890.714968442917,406881
39.6,-17.602747466821622,308,8573,229,2954.9377467632294,418873
41.6,-23.7826150788746,300,8873,221,3018.3814826011658,430866
60.4,-62.14859498221416,303,9176,224,3077.9380071163177,442852
39.8,-11.503499977537874,308,9484,229,3134.548333644867,454852
40.4,-14.370219586464913,308,9792,230,3191.817708492279,466845
44.4,-43.92293296125523,299,10091,226,3248.6571226119995,478750
40.8,-17.819326236718474,307,10398,228,3305.247162103653,490747
38.2,-12.324439040648553,300,10698,221,3361.4530699253082,502730
38.8,-18.56065312371261,308,11006,229,3417.4352197647095,514712
38.6,-15.389693092838419,305,11311,226,3470.754655599594,526695
38.4,-18.338134012033724,301,11612,222,3522.651975631714,538674
39.2,-19.01794886092467,301,11913,222,3575.4857499599457,550658
40.6,-23.278579395699115,311,12224,232,3628.087708234787,562646
37.2,-15.19924542885973,307,12531,228,3679.702087879181,574629
37.2,-19.067959416663268,313,12844,234,3731.9003059864044,586604
39.6,-21.760825718417095,313,13157,234,3783.9765722751617,598587
