# {"t_start": 1591319645.8777616, "env_id": "Block2D-v1"} 
r,l,t
-280.075204,140,1656.079458
-279.746454,149,1657.186443
-271.889875,143,1724.413719
-260.334088,113,1782.569223
-238.020282,105,2146.415133
-249.725753,107,2215.179731
-246.399969,106,2265.737972
-231.786834,95,2324.040932
-249.486809,109,2443.332614
-228.334824,95,2499.677181
-193.306875,90,2684.271241
-177.541227,71,3267.284477
-170.685333,70,3380.322384
-170.61919,79,3500.174715
-156.202779,64,3553.810674
-140.595979,58,3611.435598
-147.581466,66,3727.870953
-165.228401,70,3968.017243
-154.872736,60,3968.638797
-145.774647,58,4143.966856
-153.604343,73,4260.110103
-129.713067,59,4326.358515
-145.661233,61,4555.647132
-142.670839,86,4736.087667
-134.402547,71,4742.111658
