# {"t_start": 1591407682.7827818, "env_id": "Block2D-v1"} 
r,l,t
-148.629676,137,2250.828549
-144.66714,146,2336.168613
-144.847627,146,2338.153249
-137.572976,137,2428.521631
-151.468693,146,2464.208647
-149.174333,150,2471.982311
-131.478039,142,2511.916173
-115.925483,137,2684.550061
-127.346257,142,2685.73283
-125.930171,147,2730.891766
-106.763274,126,2869.159635
-105.063635,122,2876.192195
-119.67686,144,2998.109719
-115.773159,142,3008.820751
-120.706099,140,3009.308719
-101.342616,127,3043.92129
-131.720507,145,3045.936905
-113.386991,137,3047.260346
-133.381224,143,3052.01568
-107.234846,132,3052.328239
-103.853895,129,3054.654645
-129.745543,140,3086.856875
-104.347868,132,3087.841859
-104.231602,131,3093.487792
-106.567096,131,3094.656828
-128.733052,134,3098.806778
-121.170132,132,3273.006276
-122.912694,131,3278.694679
-109.444635,127,3404.726348
-115.955921,135,3408.843682
-125.036535,142,3449.187834
-123.137919,143,3452.683008
-110.77031,135,3457.323742
-86.394278,103,3547.181105
-109.328966,130,3585.402476
-107.434944,124,3587.705734
-97.61045,115,3627.480466
-103.155438,120,3636.18601
-84.165091,106,3637.455844
-91.675377,111,3672.683036
-107.740589,126,3675.615419
-96.874783,118,3676.576808
-91.744814,111,3680.941382
-95.782515,114,3715.626875
-59.614101,67,3716.870894
-86.089772,108,3717.731216
-85.273675,106,3718.3747
-89.124422,107,3721.431347
-67.628126,81,3722.189365
-84.678508,104,3722.848052
-76.707257,97,3723.471117
-62.037338,67,3723.750967
-64.908028,70,3724.873394
-102.418826,122,3727.024376
-69.555232,77,3727.778483
-105.782923,120,3727.984113
-112.680384,130,3760.564982
-79.925805,96,3760.686512
-83.003718,101,3761.008567
-93.193544,113,3762.302224
-58.592734,67,3763.216874
-83.288671,105,3763.414859
-86.309773,105,3765.18175
-90.196007,110,3765.667486
-86.676742,109,3766.945644
-89.244168,108,3767.100641
-88.006944,106,3767.415493
-85.990027,109,3767.574583
-68.001708,89,3768.189766
-80.975,102,3768.521698
-92.337764,111,3768.853084
-81.43927,105,3769.658484
-83.408966,104,3769.978743
-66.859682,86,3770.115515
-94.302781,114,3771.747571
-62.158287,68,3805.781619
-88.757337,109,3806.144655
-68.333603,76,3806.747092
-93.437504,116,3806.952844
-78.004772,101,3807.430421
-68.87812,78,3807.55969
-63.733806,68,3808.025508
-64.921448,69,3808.097343
-82.915062,100,3809.681406
-75.925451,100,3809.838068
-94.790468,117,3810.664855
-109.595339,132,3811.15904
-91.007929,111,3811.296548
-102.72005,122,3811.945341
-113.757803,134,3812.758579
-64.615292,67,3813.637401
-89.054856,112,3814.002998
-79.878832,100,3814.469079
-92.388578,114,3814.965917
-64.478181,69,3815.389127
-94.752947,115,3848.207705
-66.453285,75,3848.481371
-82.368292,101,3848.995073
-58.722485,68,3849.436784
-86.216809,104,3850.282024
-99.661441,121,3850.950522
-105.834364,127,3851.277501
-96.126055,111,3851.742115
-72.153916,91,3852.365252
-68.658624,85,3853.166278
-83.207934,105,3853.346158
-65.131885,76,3853.628565
-63.086108,74,3854.104054
-76.672543,97,3854.450288
-86.452005,104,3854.614341
-76.10877,97,3854.761644
-64.14524,67,3854.881241
-65.21593,70,3855.040934
-63.093625,69,3855.193649
-86.786215,109,3855.394408
-61.433792,68,3855.666913
-83.229907,103,3856.67851
-87.107925,107,3856.837995
-68.995127,91,3858.1153
-80.406479,100,3858.446399
-58.275653,66,3858.562829
-79.654151,101,3859.096372
-59.285362,66,3860.66217
-79.818946,100,3892.616882
-60.012192,69,3893.215449
-84.109106,107,3893.412897
-92.41216,109,3894.053391
-74.822145,96,3897.269073
-88.166436,111,3897.920793
-64.831315,69,3898.026644
-75.719084,98,3898.531763
-67.037434,82,3898.672096
-83.143793,105,3901.468475
-84.192431,103,3903.105926
-64.191142,70,3903.392287
-82.723936,104,3904.434158
-74.865287,96,3904.772358
-85.62623,107,3904.972981
-81.158562,101,3905.497905
-69.407847,81,3905.640125
-61.47933,72,3936.724241
-86.642193,110,3937.085729
-81.721829,98,3937.722646
