# {"t_start": 1591053448.4378781, "env_id": "Block2D-v1"} 
r,l,t
-215.748344,138,726.088032
-233.841465,148,743.662728
-226.320765,149,826.255486
-192.957364,142,888.450304
-198.427251,132,888.63661
-182.419718,117,889.012439
-174.702101,115,894.970116
-196.250065,140,895.198695
-194.61419,144,896.374116
-188.419378,134,896.557159
-186.915556,136,899.310267
-172.057507,123,903.376535
-120.505046,99,1114.155879
-136.173302,105,1114.830989
-150.220888,132,1120.187865
-134.262681,109,1126.814447
-120.253176,101,1136.537537
-120.798798,95,1139.900508
-131.757792,106,1152.457986
-151.077091,129,1168.139605
-126.505746,108,1170.80032
-122.717764,103,1171.377433
-120.405501,102,1177.86948
-109.139658,96,1182.737841
-118.567545,100,1183.329757
-155.166239,139,1184.542259
-113.783334,102,1187.192534
-160.157082,137,1221.166512
-151.651932,137,1231.684407
-136.908492,122,1236.408491
-144.885835,133,1238.883492
-162.598936,140,1246.721641
-138.841731,122,1251.766262
-141.201906,121,1253.704731
-143.642152,128,1256.225259
-141.203077,125,1258.344194
-129.691792,123,1269.600873
-130.041363,112,1272.512954
-153.601763,136,1276.451314
-146.332292,127,1290.123884
-150.949465,141,1295.149369
-111.364746,104,1303.070534
-141.532462,133,1303.685511
-163.428532,139,1316.495958
-139.592135,127,1323.628471
-155.71048,139,1331.113245
-163.802821,143,1335.821014
-168.475212,146,1349.349118
-161.788925,137,1349.82726
-148.032851,134,1355.623139
-148.072037,132,1374.315308
-151.307412,133,1375.666815
-161.248195,138,1378.572132
-167.828628,149,1379.746931
-137.249384,119,1380.095426
-146.033117,128,1383.381895
-143.294516,130,1392.184265
-153.07415,140,1401.351234
-167.222666,141,1401.925177
-152.836896,138,1402.303734
-165.524616,139,1404.781967
-155.668536,133,1405.742673
-168.229192,146,1406.148094
-139.298094,124,1406.314561
-163.884641,144,1406.535407
-150.862368,130,1408.458096
-163.684052,144,1421.765922
-176.278445,150,1440.288617
-158.18199,145,1443.59776
-128.622984,116,1444.912373
-152.234965,128,1447.048439
-162.990776,147,1456.77839
-124.111307,118,1505.994474
-132.797996,121,1520.182348
-134.029979,127,1544.188816
-152.600733,146,1555.723431
-160.198424,147,1565.842233
-141.408605,130,1567.346634
-135.937152,125,1568.678573
-149.517662,143,1572.358964
-138.243849,130,1574.270128
-142.512123,137,1580.157406
-135.541351,129,1580.218791
-153.187526,145,1580.28797
-119.376667,114,1581.184455
-131.622167,125,1584.392394
-130.370765,121,1587.337877
-150.857293,137,1602.466767
-160.266748,145,1608.23834
-154.746574,144,1609.413459
-127.759481,113,1611.527849
-157.419826,144,1612.7432
-129.059775,123,1617.624818
-133.691097,125,1640.545886
-150.462838,140,1642.506913
-157.208561,145,1642.90262
-149.055018,143,1662.301561
-155.263203,145,1673.798319
-123.72027,120,1692.895579
-157.087818,149,1693.517324
-134.148481,127,1699.122658
-153.084598,147,1706.679348
-152.686875,144,1707.057482
-139.450288,133,1707.424195
-154.989941,145,1710.259136
-149.66646,140,1717.492676
-124.010356,114,1720.160973
-107.893911,106,1722.855879
-117.825409,115,1747.306435
-149.186964,140,1749.074686
-171.8445,150,1754.075708
-145.388025,136,1754.551011
-163.628824,150,1754.895532
-102.918168,103,1757.488396
-108.159988,104,1758.842661
-155.927421,149,1759.09644
-152.630661,140,1759.47349
-156.63626,141,1765.855126
-133.167697,129,1766.615255
-152.638534,147,1768.378004
-155.460475,140,1768.75474
-153.976256,146,1772.042991
-164.72831,145,1775.090182
-114.621381,113,1775.352413
-148.540585,138,1775.555889
-156.305372,147,1776.113509
-152.184697,145,1779.067098
-110.096238,107,1779.210385
-129.168025,126,1780.384013
-142.997462,139,1781.1693
-151.675137,142,1783.090865
-121.654979,120,1783.446788
-153.103536,145,1784.243325
-113.345669,111,1787.64233
-129.653725,125,1788.615874
-156.58767,145,1789.024133
-136.692509,135,1789.202132
-141.00153,136,1791.318203
-164.22461,147,1791.909586
-144.481945,134,1796.783882
-107.391691,106,1797.581085
-130.415917,124,1799.646361
-145.880978,138,1802.744393
-149.825391,141,1803.89869
-122.909886,120,1805.216914
-100.918678,99,1811.218763
-116.719581,115,1817.611348
-146.719457,142,1817.74884
-154.076228,145,1823.51781
-147.481409,146,1825.865041
-132.862406,126,1827.790321
-129.461291,123,1828.9478
-138.410118,133,1830.506907
-154.3185,149,1833.628185
-138.790353,133,1835.350611
-124.122251,118,1839.489271
-122.192581,117,1839.897578
-154.427704,145,1840.676585
-152.032263,144,1850.966256
-92.988032,92,1852.070703
-106.985761,106,1852.867029
-117.242867,116,1853.07386
-136.036853,129,1853.671938
-158.471241,147,1853.890014
-153.357646,141,1854.076535
-144.645195,135,1855.831817
-131.244736,123,1856.013212
-113.286035,113,1856.392694
-115.420661,116,1861.920977
-128.070619,129,1862.264789
-103.11057,104,1862.314473
-98.262002,97,1865.779734
-148.152094,145,1866.040762
-96.275889,100,1866.573014
-124.624047,125,1867.388937
-146.13346,143,1867.999003
-137.435848,139,1870.532331
-118.085092,121,1872.067586
-138.400028,133,1872.280379
-123.801104,123,1873.825067
-141.192797,139,1876.546917
-115.357777,116,1878.839137
-151.830131,142,1883.885632
-118.085147,110,1884.354512
-156.516088,148,1884.633182
-153.8902,150,1889.298677
-140.920768,139,1890.057123
-115.034632,118,1890.611418
-118.048507,121,1891.008031
-131.284357,129,1891.408137
-108.381602,112,1891.582856
-93.893369,99,1892.338674
-114.602398,114,1892.940225
-152.739893,147,1895.323809
-135.092245,133,1895.694607
-158.847734,149,1897.06505
-131.113468,128,1897.232908
-122.98253,124,1897.807986
-141.597446,143,1899.184063
-144.173186,143,1900.921958
-131.872047,130,1901.09762
-130.760866,133,1901.295943
-139.855833,136,1905.570349
-138.750062,137,1905.841361
-123.393818,120,1905.898503
-126.136607,124,1906.166104
-121.56789,120,1910.612627
-88.621389,96,1913.659567
-146.349644,142,1914.10813
-129.511368,126,1914.666455
-120.714047,122,1917.161671
-150.371918,145,1918.152343
-139.513859,138,1927.064624
-122.07595,125,1927.473523
-148.182271,145,1927.543051
-135.094825,136,1927.675015
-136.495795,135,1931.867013
-143.107684,144,1932.46146
-131.881408,134,1932.645829
-115.123533,120,1933.406616
-147.217691,141,1934.219754
-104.67505,108,1934.766058
-120.696561,123,1937.719725
-103.388111,104,1937.891362
-146.489306,145,1938.338253
-89.008024,92,1938.857831
-150.274916,142,1940.095904
-109.094316,109,1940.444528
-148.750539,147,1942.246897
-123.293426,123,1946.292258
-123.743545,126,1946.685107
-97.05921,101,1949.90537
-108.036875,110,1950.096362
-102.538757,106,1950.42596
-121.843188,121,1953.20678
-86.541649,91,1954.508777
-118.047762,117,1955.12039
-112.826256,111,1956.268757
-95.329608,101,1956.642414
-80.197932,90,1957.208818
-145.112497,146,1958.438108
-112.232784,113,1959.938613
-112.833849,114,1960.520621
-148.626023,143,1961.332461
-155.396144,150,1962.50717
-107.01695,108,1964.775436
-97.564007,101,1964.960955
-127.121483,131,1965.390236
-140.952903,140,1965.78966
-98.152577,102,1965.935108
-105.347675,109,1970.188651
-130.200227,131,1970.250314
-152.881257,145,1970.386943
-124.893506,129,1970.723901
-92.167704,99,1970.839756
-142.854272,141,1970.904913
-153.747359,147,1971.247946
-118.39975,120,1974.758072
-105.436198,111,1976.116995
-136.246516,137,1976.729836
-98.51942,109,1977.654117
-113.867565,123,1979.206549
-117.38079,120,1981.513371
-97.345019,101,1983.603544
-109.238227,115,1984.010075
-132.995321,133,1984.226655
-132.321103,134,1984.42129
-112.245278,115,1984.59116
-101.061601,105,1984.965859
-111.566165,118,1985.942276
-122.733464,126,1987.108587
-105.270707,109,1987.471954
-94.486468,97,1987.846084
-118.981745,124,1991.173426
-107.53836,111,1991.226488
-138.218031,133,1991.28883
-145.488694,143,1991.82003
-145.645249,144,1992.144125
-121.419563,125,1992.265249
-136.705359,139,1995.857955
-141.802797,142,1997.039213
-89.686044,98,1997.179529
-83.57675,93,1997.759605
-88.102773,96,1997.959096
-84.955573,95,1998.349529
-92.61902,102,1999.528289
-89.741318,102,1999.913132
-104.571212,113,2000.124189
-116.330701,125,2000.525679
-122.715186,128,2001.301121
-91.158064,103,2005.126981
-97.924004,108,2006.877514
-96.97601,106,2007.069723
-106.586228,113,2007.46432
-120.383385,125,2007.677418
-98.469528,106,2008.042153
-86.953214,98,2008.800148
-148.289818,150,2009.445631
-99.516815,106,2009.586402
-102.237611,112,2009.786492
-144.535924,147,2010.212744
-112.293316,120,2013.058243
-110.245993,116,2013.525129
-86.797456,94,2013.638345
-100.207325,109,2013.82634
-129.237594,131,2017.300972
-131.92666,131,2017.496757
-74.42533,84,2018.800515
-97.158823,106,2019.219936
-84.123431,92,2019.595863
-133.938438,133,2020.629906
-78.493207,87,2020.959135
-123.794014,130,2023.161376
-92.558831,98,2024.680972
-87.841967,93,2024.872135
-85.350473,92,2025.455878
-85.249037,93,2026.62451
-136.798755,135,2027.068052
-86.402709,94,2027.793165
-108.176305,109,2028.59032
-115.698893,121,2028.994977
-122.187934,126,2029.586746
-101.354231,105,2029.756036
-141.383135,141,2030.390293
-95.317824,102,2031.121607
-130.374227,133,2034.747269
-134.239724,135,2034.812485
-91.395615,98,2034.930664
-129.581914,133,2035.488006
-116.114658,123,2076.495879
-116.442539,121,2076.690813
-138.528699,135,2077.312485
-133.053535,132,2077.509674
-106.314456,115,2077.681248
-120.938172,127,2078.706433
-128.675662,133,2079.314683
-101.369062,111,2079.676496
-120.298838,125,2079.896289
-140.556884,138,2080.316652
-123.356628,126,2081.305504
-133.933973,133,2082.510419
-113.580989,115,2084.485064
-131.245211,132,2085.514556
-91.902742,102,2086.076604
-114.199101,122,2086.497764
-89.168657,101,2087.063419
-94.432366,106,2087.671281
-134.056953,134,2088.107837
-123.222546,129,2088.90375
-119.90701,125,2092.766673
-153.448573,147,2093.000813
-127.335766,132,2093.150892
-141.529859,143,2093.225092
-80.061224,95,2093.677993
-93.566013,103,2093.727343
-81.037591,93,2097.191285
-125.811944,133,2098.202054
-140.155212,141,2098.403602
-126.222734,131,2098.583648
-126.722693,129,2099.542801
-90.711814,92,2100.264241
-119.776052,126,2100.498593
-95.837853,102,2100.853898
-86.675741,96,2102.190917
-115.162457,120,2104.715003
-144.0734,146,2106.473965
-111.877665,118,2107.206679
-149.686586,149,2107.627889
-132.535465,133,2107.800207
-136.772884,136,2108.951924
-122.964259,126,2111.822165
-145.726044,147,2112.043463
-119.297528,123,2115.697816
-130.383413,136,2115.974828
-100.68473,108,2122.836426
-114.059164,122,2123.832362
-138.867534,139,2126.00905
-119.060946,125,2128.727409
-122.843313,126,2133.615384
-125.844942,132,2136.563397
-142.521327,142,2137.48555
-133.397738,134,2140.410464
-135.688583,138,2140.807658
-128.852859,133,2141.192715
-149.288024,148,2141.603891
-125.077643,127,2145.689988
-109.089606,117,2148.029039
-143.491297,147,2148.264697
-115.038686,121,2151.55369
-97.059636,102,2155.214565
-103.082553,108,2155.610101
-139.017233,140,2158.183153
-152.856314,149,2158.394096
-127.558315,129,2158.874194
-121.821057,125,2158.932394
-96.765693,105,2164.002843
-123.437894,125,2165.386523
-117.74763,126,2165.582069
-86.013413,96,2167.873824
-154.024428,147,2168.330372
-152.485862,150,2168.526815
-142.151194,142,2169.497389
-140.447153,144,2171.854142
-119.99661,125,2172.614312
-104.820677,110,2172.988245
-122.146389,127,2177.529702
-151.876246,148,2180.997163
-152.984422,149,2181.281598
-140.414223,138,2181.34587
-148.517979,145,2181.484592
-85.484731,95,2184.472202
-134.454555,139,2185.695067
-150.42699,147,2185.899823
-126.628732,130,2186.458754
-142.630369,144,2187.823126
-148.406301,142,2188.591178
-148.616723,147,2189.559293
-109.285766,115,2191.249428
-88.814394,101,2191.807787
-80.44474,92,2192.564699
-137.39811,138,2193.392118
-125.796118,127,2193.761642
-98.942939,107,2196.805218
-117.508431,122,2198.170394
-80.382253,91,2198.32302
-121.171663,127,2198.943357
-143.814538,145,2199.157711
-87.463376,100,2199.482741
-99.222121,105,2201.910983
-145.424084,143,2202.256246
-119.959344,123,2202.587641
-123.99496,128,2202.785651
-70.63827,84,2202.892785
-113.524519,117,2203.086495
-93.969866,103,2207.209177
-143.289673,144,2207.459619
-106.989269,112,2208.21226
-145.533181,144,2209.245048
-130.218487,134,2209.42798
-153.550189,150,2210.822269
-99.128507,108,2211.355411
-104.783724,115,2213.131392
-128.069297,131,2214.329228
-105.133414,111,2216.654191
-117.976785,124,2216.869392
-130.717681,132,2218.643327
-134.186515,135,2220.221133
-81.92495,94,2220.363629
-135.169263,136,2221.003214
-121.114739,122,2224.484462
-140.241525,141,2224.623775
-133.48317,135,2224.758365
-145.456214,141,2227.304502
-121.641686,126,2227.481965
-82.377239,96,2228.034099
-128.12425,135,2228.28376
-95.515178,105,2229.229778
-119.899201,123,2231.028197
-122.780607,126,2231.226058
-123.434945,128,2231.42244
-76.317247,88,2231.563824
-106.072381,113,2232.368187
-112.938529,122,2232.765254
-123.343296,123,2233.151676
-138.162644,140,2233.366602
-93.75447,100,2234.857759
-140.516479,140,2235.682554
-129.899773,135,2235.8702
-81.411132,95,2236.012495
-152.901195,150,2237.052311
-69.332643,84,2237.1634
-153.949537,150,2237.440665
-143.620448,144,2237.624068
-138.647196,140,2238.772241
-121.581494,126,2239.712116
-93.220668,102,2239.873656
-127.47632,134,2240.298314
-101.076928,110,2240.458947
-85.098133,95,2241.204659
-90.303734,99,2244.632299
-122.167196,125,2244.8291
-129.310067,130,2244.890377
-129.926302,131,2248.403219
-122.829163,129,2249.186422
-117.586313,124,2249.376098
-68.809062,82,2249.711924
-110.215661,118,2251.127035
-84.63037,97,2252.270622
-119.941897,126,2252.699085
-82.992369,98,2253.825397
-83.652215,98,2254.410766
-83.222549,94,2255.185419
-143.616808,143,2255.444986
-119.768593,126,2255.618903
