EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SuccessInsertion,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_ent,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss
150.0,-628.4507614926737,79,79,0,22.1242573261261,11850,0.002201378345489502,2.8345954,0.0048855473,0.0,-0.004701854,1959.804
150.0,-630.8236786305617,79,158,0,38.36506366729736,23700,0.004502058029174805,2.8566558,0.0049505443,0.0,-0.0046547875,2089.5405
150.0,-600.0962946891786,79,237,0,53.434622049331665,35550,-0.012034296989440918,2.8593364,0.0035999306,0.0,-0.010196212,1748.7501
150.0,-589.7887867662934,79,316,0,67.58984923362732,47400,-0.021648406982421875,2.865446,0.006979008,0.0,-0.017282678,1436.0157
150.0,-598.536748795961,79,395,0,81.33926701545715,59250,-0.0416485071182251,2.8742895,0.009037565,0.0,-0.020620348,1203.8702
150.0,-595.560080491151,79,474,0,94.29973316192627,71100,-0.03811466693878174,2.8973117,0.012932708,0.0,-0.02187001,991.2088
150.0,-598.1331972135634,79,553,0,107.58355832099915,82950,-0.16088783740997314,2.8624542,0.011175371,0.0,-0.029648976,853.86554
150.0,-594.1287146049389,79,632,0,121.8840856552124,94800,-0.15349936485290527,2.8285284,0.010297406,0.0,-0.032728795,688.81573
150.0,-593.8441744420977,79,711,0,135.95522379875183,106650,-0.20268332958221436,2.7870486,0.012040792,0.0,-0.03794001,546.25366
150.0,-596.5171613670125,79,790,0,149.5223982334137,118500,-0.3756554126739502,2.740783,0.014216654,0.0,-0.042219546,432.6689
150.0,-583.658734979495,79,869,0,162.8050401210785,130350,-0.28877973556518555,2.6577837,0.016729413,0.0,-0.046204306,315.49594
150.0,-578.3349387793303,79,948,0,177.3289098739624,142200,-0.2529590129852295,2.5486984,0.021672502,0.0,-0.05112427,217.80278
150.0,-577.007945243814,79,1027,0,191.10276746749878,154050,-0.34087681770324707,2.4597409,0.012867189,0.0,-0.045212418,149.61049
150.0,-592.3578654945823,79,1106,0,206.86311745643616,165900,-0.24998319149017334,2.3677151,0.014602054,0.0,-0.045969162,98.84847
150.0,-580.7520100066644,79,1185,0,221.69163990020752,177750,-0.5160806179046631,2.2736585,0.012968084,0.0,-0.04096587,59.751682
150.0,-568.0874265280542,79,1264,0,235.60463428497314,189600,-0.33593547344207764,2.1696563,0.013209965,0.0,-0.045412492,38.706413
150.0,-577.565568452456,79,1343,0,250.35263061523438,201450,-0.4313676357269287,2.0464396,0.015995106,0.0,-0.04661638,23.276985
150.0,-583.3007773400772,79,1422,0,264.82973647117615,213300,-0.24334216117858887,1.9270929,0.027231537,0.0,-0.052934095,15.804103
150.0,-590.0955218549848,79,1501,0,280.24060678482056,225150,-0.09507870674133301,1.8279617,0.016919145,0.0,-0.044812217,7.0169945
150.0,-577.1216022653762,79,1580,0,295.27809882164,237000,0.5458875894546509,1.7178159,0.011133865,0.0,-0.042720035,7.943693
150.0,-564.8651915584675,79,1659,0,309.6482207775116,248850,0.6905058324337006,1.6022538,0.019461095,0.0,-0.04278399,7.6976
150.0,-574.1790350063881,79,1738,0,323.65555238723755,260700,0.8058632761240005,1.5074968,0.01962025,0.0,-0.04452425,12.453694
150.0,-556.9657337195232,79,1817,0,339.05856466293335,272550,0.8416172564029694,1.4325597,0.017710384,0.0,-0.033996817,14.349546
150.0,-540.1180628982434,79,1896,0,353.6299934387207,284400,0.8558773547410965,1.4056361,0.009949707,0.0,-0.035649434,18.922033
150.0,-538.5167900144158,79,1975,0,368.75542736053467,296250,0.8727818578481674,1.4008677,0.017394032,0.0,-0.028131671,14.691136
150.0,-521.8995038767837,79,2054,0,383.13553047180176,308100,0.8943838775157928,1.3991253,0.009120557,0.0,-0.033195153,10.23336
150.0,-529.906130412365,79,2133,0,398.610995054245,319950,0.8988668769598007,1.3866607,0.011356953,0.0,-0.033670533,9.116038
150.0,-523.0745380589569,79,2212,0,413.3919515609741,331800,0.8764888867735863,1.3872718,0.011946059,0.0,-0.03032562,15.000835
150.0,-540.9343285692532,79,2291,0,427.8642957210541,343650,0.8359044045209885,1.384571,0.006644685,0.0,-0.024708714,24.969223
150.0,-550.1969631684016,79,2370,0,442.0876672267914,355500,0.8788024932146072,1.3649108,0.009226577,0.0,-0.019070199,16.440634
150.0,-572.3414345846214,79,2449,0,456.461877822876,367350,0.8704444915056229,1.361203,0.009696758,0.0,-0.014120831,19.000847
150.0,-531.9789630131172,79,2528,0,471.3018524646759,379200,0.8641666620969772,1.3491088,0.00946182,0.0,-0.017867418,19.183708
150.0,-522.7730644118395,79,2607,0,485.3945641517639,391050,0.8758097290992737,1.3197823,0.025644897,0.0,-0.017922137,13.883647
150.0,-539.5242847793448,79,2686,0,500.9069619178772,402900,0.8689003884792328,1.2971307,0.017436685,0.0,-0.017390553,18.987474
150.0,-481.23395279018166,79,2765,0,514.8633124828339,414750,0.89157634973526,1.2851723,0.019309264,0.0,-0.031093163,12.982626
150.0,-493.35404700547815,79,2844,0,532.510992527008,426600,0.9206190034747124,1.2565887,0.019140437,0.0,-0.03390902,11.018219
150.0,-491.4469558749207,79,2923,0,562.5588784217834,438450,0.9266972243785858,1.2386509,0.014009534,0.0,-0.0222236,9.846485
150.0,-490.5025422579509,79,3002,0,594.0978872776031,450300,0.9347896426916122,1.2263141,0.009717918,0.0,-0.016291408,9.31614
150.0,-496.8805701651918,79,3081,0,625.150251865387,462150,0.9432010613381863,1.2041463,0.014524651,0.0,-0.00702778,6.9533777
150.0,-490.24671325958695,79,3160,0,640.4419479370117,474000,0.9551458470523357,1.1855165,0.015119346,0.0,-0.0066336067,6.852335
150.0,-502.2898439735119,79,3239,0,654.7151181697845,485850,0.9503231234848499,1.1709408,0.017397435,0.0,-0.0030597448,8.502688
150.0,-468.2643310398506,79,3318,0,669.265287399292,497700,0.9579908028244972,1.1625973,0.017070746,0.0,-0.016289163,6.6472816
150.0,-452.489619978527,79,3397,0,684.5293748378754,509550,0.9684886001050472,1.1610874,0.009893807,0.0,-0.018956099,4.711827
