EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SuccessInsertion,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_ent,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss
150.0,-450.33442233284205,79,3476,0,699.4699981212616,521400,0.970041535794735,1.1381485,0.02878871,0.0,0.010088688,4.4652967
150.0,-465.0761439992969,79,3555,0,714.4555475711823,533250,0.8839537352323532,1.1374935,0.010837566,0.0,-0.01974571,14.828953
150.0,-457.35561510035205,79,3634,0,730.5241618156433,545100,0.9506375528872013,1.1331173,0.010588731,0.0,-0.012252983,10.184669
150.0,-446.93168365747687,79,3713,0,745.6497321128845,556950,0.9639983959496021,1.1313745,0.013280579,0.0,-0.008487753,6.3725376
150.0,-434.38870087084825,79,3792,0,760.0386192798615,568800,0.9718381110578775,1.1195209,0.013451123,0.0,-0.017384922,4.990361
150.0,-444.5162023831701,79,3871,0,774.0407340526581,580650,0.9727518204599619,1.1143953,0.011628411,0.0,-0.0146833295,3.9310052
150.0,-431.34795277604263,79,3950,0,789.6182343959808,592500,0.9759920760989189,1.1013079,0.015870705,0.0,-0.018805917,2.4621904
150.0,-421.14554303757785,79,4029,0,804.2613613605499,604350,0.9786608014255762,1.0919305,0.020569539,0.0,-0.01552089,2.4154086
150.0,-417.4449539940259,79,4108,0,819.5221724510193,616200,0.9808791056275368,1.0807649,0.013311826,0.0,-0.015060595,1.6999003
150.0,-417.31144527061963,79,4187,0,833.8037397861481,628050,0.9816038589924574,1.0563815,0.032930292,0.0,0.0073656132,1.2978415
150.0,-419.16435036172624,79,4266,0,848.8607728481293,639900,0.9732039775699377,1.0553732,0.008486042,0.0,-0.01337691,4.112418
150.0,-415.69858151431947,79,4345,0,864.7219684123993,651750,0.9785881247371435,1.0487013,0.17336284,0.0,0.056158826,3.3965154
150.0,-422.55793327417405,79,4424,0,879.2890088558197,663600,0.9628625847399235,1.0425367,0.011051994,0.0,-0.030651486,2.8370786
150.0,-419.9877220907978,79,4503,0,895.3321628570557,675450,0.9720758441835642,1.0063642,0.026827134,0.0,0.022469984,5.3194966
150.0,-419.76463327886347,79,4582,0,909.1099083423615,687300,0.9757960624992847,1.0039369,0.0071104667,0.0,-0.011451757,4.7469606
150.0,-417.16263783170996,79,4661,0,923.4102840423584,699150,0.9804883617907763,0.99918604,0.020557491,0.0,-0.004719689,2.1082492
150.0,-409.40491347529485,79,4740,0,938.7993376255035,711000,0.9800451323390007,0.9863131,0.015371045,0.0,-0.00576219,1.1889021
150.0,-409.33654988437075,79,4819,0,953.1603486537933,722850,0.9823544081300497,0.97639996,0.013430941,0.0,-0.010363315,1.1780255
150.0,-406.48852612286555,79,4898,0,967.74414229393,734700,0.9841414541006088,0.97464097,0.024237232,0.0,0.0033277636,0.9038254
150.0,-404.8292445581388,79,4977,0,983.3746309280396,746550,0.9849074883386493,0.96952385,0.009567191,0.0,-0.009355505,0.5737612
150.0,-403.52498422993233,79,5056,0,1014.3851974010468,758400,0.9832451734691858,0.9406083,0.059073944,0.0,0.020074211,1.4017028
150.0,-407.2834967790923,79,5135,0,1043.550615787506,770250,0.97567418217659,0.940145,0.0055325325,0.0,-0.017562674,1.995223
150.0,-407.5923034689865,79,5214,0,1057.9948236942291,782100,0.982013713568449,0.93320674,0.005513616,0.0,-0.014536883,1.2616063
150.0,-401.5905833871029,79,5293,0,1072.552089691162,793950,0.9840851090848446,0.93093866,0.008496584,0.0,-0.012523822,1.0035205
150.0,-408.9250968223544,79,5372,0,1087.1358053684235,805800,0.9804833233356476,0.90986675,0.05104631,0.0,0.009202659,2.4567666
150.0,-399.0056270479587,79,5451,0,1101.3296129703522,817650,0.9851247388869524,0.9147189,0.010519526,0.0,-0.013841342,0.69337577
150.0,-396.747215129041,79,5530,0,1115.7417364120483,829500,0.9857974573969841,0.9154411,0.010234961,0.0,-0.010812788,0.76856554
150.0,-393.9812569398185,79,5609,0,1131.3338811397552,841350,0.986798738129437,0.8633014,0.774864,0.0,0.06971915,0.46133193
150.0,-409.75928146585954,79,5688,0,1145.8847813606262,853200,0.9592114165425301,0.86665934,0.005629014,0.0,-0.025608072,1.4058099
150.0,-406.0806167795206,79,5767,0,1161.343450307846,865050,0.9762421324849129,0.8709211,0.00569223,0.0,-0.026148375,0.85705525
150.0,-406.27200846704744,79,5846,0,1175.8400642871857,876900,0.9814969226717949,0.87268096,0.011116363,0.0,-0.023495987,0.74428105
150.0,-407.3134587562953,79,5925,0,1190.8838410377502,888750,0.9838659353554249,0.8793501,0.010143642,0.0,-0.018112011,0.9518497
150.0,-405.0027947147408,79,6004,0,1205.96542429924,900600,0.9843194298446178,0.8637589,0.009208682,0.0,-0.008889018,1.1464516
150.0,-405.943256083934,79,6083,0,1220.3618738651276,912450,0.983959661796689,0.8484635,0.014204166,0.0,-0.009032256,1.4842767
150.0,-406.83387792385145,79,6162,0,1235.575196504593,924300,0.9833937715739012,0.8362567,0.007976462,0.0,-0.008863716,1.351141
150.0,-413.7456690669821,79,6241,0,1250.1402354240417,936150,0.9826319850981236,0.8279928,0.009903192,0.0,9.280511e-05,1.7276303
150.0,-405.46218163518233,79,6320,0,1264.9244270324707,948000,0.9835451729595661,0.7794804,0.23673297,0.0,0.048483886,1.6788272
150.0,-392.99066467209985,79,6399,0,1279.6117208003998,959850,0.9852373162284493,0.7785353,0.005453865,0.0,-0.0072157728,0.78989106
150.0,-394.12705202423,79,6478,0,1294.1058433055878,971700,0.9859294574707747,0.77358365,0.0050559444,0.0,-0.005978719,0.9529408
150.0,-393.96546462488106,79,6557,0,1310.5631592273712,983550,0.9859316563233733,0.7729781,0.005200048,0.0,-0.007072426,0.9998621
150.0,-394.7205378683936,79,6636,0,1324.9030289649963,995400,0.9845262365415692,0.7616259,0.00895676,0.0,-0.007850744,1.203032
150.0,-390.77630297221015,79,6715,0,1340.1274843215942,1007250,0.986161551438272,0.7600706,0.007639941,0.0,-0.010148407,0.64252424
150.0,-394.8159904027134,79,6794,0,1355.4012696743011,1019100,0.9851120011880994,0.7612236,0.0053515006,0.0,-0.012532138,0.98697674
150.0,-391.1675935664648,79,6873,0,1371.181406736374,1030950,0.985213739797473,0.75233465,0.027975656,0.0,-0.0071092313,0.95106643
150.0,-395.638129592704,79,6952,0,1385.1216065883636,1042800,0.983546644449234,0.7566476,0.008502135,0.0,-0.016837157,1.0342165
