# {"t_start": 1591428119.561635, "env_id": "Block2D-v1"} 
r,l,t
5.393094,37,317.773932
3.977453,37,317.810768
-55.856435,83,317.93566
0.950276,39,318.046177
-78.499148,99,318.15246
2.542794,39,318.2039
-57.548165,85,318.295386
1.293775,41,318.363794
-52.843136,86,318.456685
1.086855,39,318.517441
-50.313538,84,318.608232
4.849339,38,318.67244
-0.178642,43,318.717018
3.529898,38,318.830033
5.154573,36,318.866429
6.460553,37,318.904239
5.068682,38,318.941662
2.949073,38,318.981534
-65.958776,92,319.100161
3.607415,37,319.156509
5.735208,37,319.193585
-71.796308,96,319.381339
2.565899,38,319.419719
1.161806,40,319.47876
3.28349,39,319.518548
4.914023,37,319.556781
0.894535,39,319.629203
5.554707,37,319.666731
-51.612326,81,319.835228
-86.57903,109,320.031952
4.014194,37,320.069743
-62.714767,91,320.174093
2.968025,37,320.273845
-67.384626,95,320.37943
-0.966763,42,320.61102
4.759198,37,320.77501
-61.840271,90,320.882911
-68.227126,97,321.182679
3.830774,38,321.225823
4.925592,37,321.278389
-60.902183,90,321.376288
-68.483371,94,321.501369
-4.572487,44,321.549629
-83.869246,110,321.684856
1.495584,39,321.765384
6.066467,37,321.802958
-111.673801,134,322.034108
-110.627386,133,322.197882
2.625046,38,322.2527
1.808812,40,322.29445
-0.994496,42,322.415697
0.726202,39,322.455018
4.373084,37,322.492742
-0.974798,41,322.565839
-63.836901,92,322.78596
4.14423,38,322.824651
-73.812615,97,343.676009
-1.789991,43,343.72104
1.448575,39,343.771503
2.731401,39,343.810846
0.171724,41,343.853446
0.443909,39,343.922959
-0.764226,40,343.963597
0.17905,39,344.004004
3.719396,38,344.075566
5.908026,37,344.1134
-66.979775,96,344.302038
-1.44015,44,344.405221
0.752148,40,344.447015
-0.095337,39,344.559618
-66.769683,94,344.663512
1.875592,39,344.720457
-2.647945,43,344.76594
-3.35575,44,344.812494
4.131825,37,344.892367
-2.134574,40,344.936135
4.398032,38,344.974947
4.884226,37,345.048327
-0.282109,41,345.091281
2.072258,43,345.136443
5.623959,37,345.20256
3.876463,39,345.243121
1.787188,40,345.284579
1.706587,39,345.357655
-66.195731,91,345.458812
1.3931,39,345.518499
2.469381,40,345.56053
-2.649827,43,345.607038
-131.30133,142,345.795091
4.640784,37,345.841143
4.413824,37,345.879131
-114.676258,134,346.114142
2.663498,38,346.168392
-2.298613,42,346.33738
2.619929,39,346.378669
-1.630142,43,346.423619
-0.045145,39,346.489211
2.295249,39,346.529182
-0.869965,42,346.572771
1.247016,40,346.642508
-4.908879,44,346.689214
-72.749264,103,346.877812
2.436013,38,346.916859
-5.014267,44,346.971759
3.417689,36,347.022173
-0.751825,42,347.149824
-58.897114,85,347.242425
-5.369046,44,347.309735
4.308334,38,347.347857
1.27316,41,347.390491
0.704719,39,347.454748
4.764834,38,347.494319
-5.645406,44,347.540469
1.900599,39,347.607605
-0.402782,42,347.650924
