# {"t_start": 1591270078.8473878, "env_id": "Block2D-v1"} 
r,l,t
-207.275776,136,426.845209
-198.023628,134,453.460809
-208.400666,148,457.106788
-215.913529,130,469.102347
-210.236384,146,475.977314
-189.714534,137,482.78694
-202.115585,127,497.040888
-186.900387,120,518.407043
-198.77301,149,518.748633
-164.074887,109,547.752781
-181.179963,141,567.473964
-130.035348,102,627.230529
-137.892111,115,628.052535
-134.209236,109,635.075358
-119.683554,115,678.527883
-110.632801,105,930.779295
-100.347288,107,960.262266
-114.448797,132,1078.83395
-119.613835,109,1090.62239
-103.804666,102,1091.231657
-98.752664,93,1093.864312
-87.059905,82,1094.623016
-111.141949,103,1097.89374
-156.359702,150,1103.622605
-122.308913,148,1375.251528
-118.001,145,1415.456546
-113.879937,138,1465.743489
