# {"t_start": 1591045457.6901696, "env_id": "Block2D-v1"} 
r,l,t
-136.347408,101,1161.130018
-132.140181,103,1192.67459
-139.622596,103,1195.24403
-142.428874,115,1196.291044
-139.855848,106,1198.089429
-137.600356,107,1205.27406
-125.245867,98,1212.15009
-143.819432,116,1213.448643
-127.900342,101,1335.818094
-125.698086,104,1366.9639
-127.265198,99,1390.933716
-128.304746,105,1392.388891
-131.720238,105,1396.78628
-128.744196,106,1397.611137
-124.668417,103,1428.847921
-136.701278,118,1479.835036
-133.394476,103,1492.358149
-128.261163,103,1531.444355
-130.882941,110,1628.024533
-114.36529,99,1758.378772
-132.350159,111,1780.1023
-149.317819,146,1820.943485
-99.764717,88,2214.740056
-106.733067,100,2312.706337
-101.262198,92,2324.707834
-106.433866,101,2388.673149
-109.791339,101,2400.94796
-95.175679,89,2409.175676
-89.423046,88,2483.607705
