EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,SuccessInsertion,TimeElapsed,TimestepsSoFar
120.0,-211.80189643365117,87,87,9,41.206486225128174,11851
149.6,-257.27902730713737,85,172,6,79.5175793170929,23850
150.0,-259.61423840478085,89,261,10,120.23393177986145,35701
128.8,-228.98900075460864,85,346,6,154.64954566955566,47552
150.0,-262.3091636632368,83,429,4,189.89085936546326,59403
150.0,-272.3447729515133,84,513,5,219.5320827960968,71254
120.0,-222.58631552265587,90,603,11,254.05675554275513,83105
90.0,-147.56456906305147,95,698,16,289.04977774620056,94956
120.0,-199.7232329598534,97,795,18,324.1383328437805,106807
118.6,-171.9100809979957,98,893,19,357.1155607700348,118801
90.0,-135.56712149877302,101,994,22,388.61930418014526,130652
73.2,-108.83100167241955,123,1117,44,419.63518619537354,142503
60.0,-68.80034407386408,163,1280,85,450.3857457637787,154354
120.0,-188.67479697637717,154,1434,75,481.8775613307953,166205
79.4,-117.85413751500451,147,1581,68,512.8139350414276,178056
90.0,-129.65310743588546,151,1732,73,544.1546745300293,189907
52.2,-38.7679496372527,208,1940,134,575.0444905757904,201869
58.8,-45.758190863739614,241,2181,167,607.395881652832,213864
59.6,-48.57853699970323,231,2412,163,638.4124045372009,225863
69.4,-79.16139378584043,225,2637,157,669.8209161758423,237814
50.6,-37.289898009255715,229,2866,161,701.441880941391,249768
40.8,-18.527559019260188,252,3118,188,733.0314431190491,261717
39.8,-17.19855733029225,287,3405,214,763.7601613998413,273711
32.0,-21.978665521878998,292,3697,214,795.2644913196564,285562
39.2,-10.20069270869961,289,3986,216,826.7938551902771,297557
40.4,-16.649213664413423,278,4264,209,858.7601029872894,309553
48.6,-34.59568203730621,279,4543,211,890.6930756568909,321548
40.8,-20.623830888022297,292,4835,221,921.7098090648651,333503
40.6,-19.406789275256322,299,5134,227,952.9520709514618,345503
41.6,-20.2599848784101,311,5445,236,984.367226600647,357503
39.2,-20.369715903548936,310,5755,232,1017.6540765762329,369490
38.6,-17.855631100654705,312,6067,233,1049.1045451164246,381472
37.8,-19.0763400795134,316,6383,237,1082.1621351242065,393452
38.2,-19.597935421221628,318,6701,239,1114.2429587841034,405430
39.0,-22.17328646007356,317,7018,238,1146.626886844635,417411
48.4,-35.03113373350543,314,7332,235,1178.4361410140991,429394
36.0,-18.10746164471272,314,7646,236,1208.5262773036957,441362
37.6,-21.726324315947767,313,7959,234,1238.9797112941742,453339
38.8,-22.676271844681985,318,8277,243,1269.2590622901917,465311
37.0,-18.31687261738069,335,8612,272,1299.6102502346039,477275
44.8,-31.45782523571275,376,8988,304,1330.0239398479462,489274
28.6,-0.8546660498905737,386,9374,308,1360.3246095180511,501261
28.8,-1.7104995973491341,389,9763,312,1390.656218290329,513248
29.0,-1.7148621051286412,383,10146,304,1420.717874288559,525236
31.2,-7.1556885337966945,397,10543,318,1450.8691782951355,537228
29.8,-3.0981839270008082,396,10939,317,1481.0959341526031,549221
28.4,-3.09341784462068,394,11333,315,1511.3059775829315,561204
29.6,-4.7965326076202714,395,11728,316,1541.968843460083,573191
28.6,-3.7185603092658583,397,12125,318,1572.1859066486359,585173
30.4,-5.53047542056138,394,12519,315,1602.3674912452698,597164
30.6,-8.179685026000556,394,12913,315,1632.603922367096,609152
30.8,-7.911032565845548,398,13311,320,1662.7675285339355,621143
31.8,-9.353874569128461,395,13706,316,1692.9163980484009,633131
28.8,-2.954661279416088,387,14093,308,1722.570961713791,645115
31.0,-7.6667841388644575,395,14488,316,1752.6216065883636,657106
30.6,-9.015103849734837,394,14882,315,1782.4526686668396,669090
